"results","model"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.928384,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.928384,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.929258,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.928384,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.929258,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.928384,"wordcount"
0.928384,"wordcount"
0.927511,"wordcount"
0.927511,"wordcount"
0.841921,"words"
0.863755,"words"
0.862882,"words"
0.847162,"words"
0.873362,"words"
0.874236,"words"
0.834061,"words"
0.857642,"words"
0.851528,"words"
0.874236,"words"
0.855895,"words"
0.841921,"words"
0.849782,"words"
0.862009,"words"
0.860262,"words"
0.845415,"words"
0.861135,"words"
0.852402,"words"
0.875983,"words"
0.860262,"words"
0.868996,"words"
0.870742,"words"
0.858515,"words"
0.857642,"words"
0.855022,"words"
0.866376,"words"
0.857642,"words"
0.878603,"words"
0.850655,"words"
0.869869,"words"
0.874236,"words"
0.867249,"words"
0.855895,"words"
0.867249,"words"
0.836681,"words"
0.856769,"words"
0.868996,"words"
0.862882,"words"
0.874236,"words"
0.869869,"words"
0.868996,"words"
0.877729,"words"
0.861135,"words"
0.859389,"words"
0.871616,"words"
0.872489,"words"
0.864629,"words"
0.866376,"words"
0.839301,"words"
0.866376,"words"
0.840175,"words"
0.860262,"words"
0.855895,"words"
0.871616,"words"
0.863755,"words"
0.858515,"words"
0.869869,"words"
0.870742,"words"
0.864629,"words"
0.863755,"words"
0.849782,"words"
0.872489,"words"
0.858515,"words"
0.868996,"words"
0.859389,"words"
0.864629,"words"
0.855895,"words"
0.855022,"words"
0.837555,"words"
0.869869,"words"
0.855022,"words"
0.855022,"words"
0.863755,"words"
0.846288,"words"
0.858515,"words"
0.853275,"words"
0.818341,"words"
0.823581,"words"
0.855022,"words"
0.868996,"words"
0.851528,"words"
0.845415,"words"
0.864629,"words"
0.859389,"words"
0.846288,"words"
0.872489,"words"
0.862882,"words"
0.868122,"words"
0.859389,"words"
0.849782,"words"
0.848908,"words"
0.871616,"words"
0.850655,"words"
0.849782,"words"
0.844541,"words"
0.847162,"words"
0.832314,"words"
0.848908,"words"
0.839301,"words"
0.832314,"words"
0.860262,"words"
0.862009,"words"
0.868996,"words"
0.858515,"words"
0.853275,"words"
0.871616,"words"
0.835808,"words"
0.866376,"words"
0.849782,"words"
0.860262,"words"
0.834934,"words"
0.865502,"words"
0.840175,"words"
0.843668,"words"
0.868996,"words"
0.875983,"words"
0.841048,"words"
0.846288,"words"
0.862009,"words"
0.850655,"words"
0.854148,"words"
0.862882,"words"
0.850655,"words"
0.875983,"words"
0.828821,"words"
0.840175,"words"
0.875983,"words"
0.865502,"words"
0.869869,"words"
0.841921,"words"
0.873362,"words"
0.854148,"words"
0.848908,"words"
0.838428,"words"
0.873362,"words"
0.873362,"words"
0.860262,"words"
0.865502,"words"
0.870742,"words"
0.867249,"words"
0.860262,"words"
0.868122,"words"
0.862882,"words"
0.845415,"words"
0.868122,"words"
0.867249,"words"
0.859389,"words"
0.871616,"words"
0.860262,"words"
0.869869,"words"
0.855895,"words"
0.859389,"words"
0.856769,"words"
0.864629,"words"
0.857642,"words"
0.865502,"words"
0.872489,"words"
0.864629,"words"
0.872489,"words"
0.868122,"words"
0.877729,"words"
0.860262,"words"
0.846288,"words"
0.833188,"words"
0.864629,"words"
0.844541,"words"
0.868996,"words"
0.857642,"words"
0.870742,"words"
0.846288,"words"
0.835808,"words"
0.850655,"words"
0.875109,"words"
0.859389,"words"
0.867249,"words"
0.866376,"words"
0.870742,"words"
0.856769,"words"
0.868996,"words"
0.864629,"words"
0.875109,"words"
0.877729,"words"
0.868996,"words"
0.868996,"words"
0.854148,"words"
0.839301,"words"
0.861135,"words"
0.855895,"words"
0.870742,"words"
0.855895,"words"
0.855895,"words"
0.845415,"words"
0.854148,"words"
0.864629,"words"
0.857642,"words"
0.859389,"words"
0.848908,"words"
0.862882,"words"
0.851528,"words"
0.854148,"words"
0.872489,"words"
0.852402,"words"
0.877729,"words"
0.868122,"words"
0.870742,"words"
0.844541,"words"
0.864629,"words"
0.875109,"words"
0.848035,"words"
0.848035,"words"
0.861135,"words"
0.876856,"words"
0.852402,"words"
0.855895,"words"
0.861135,"words"
0.866376,"words"
0.868122,"words"
0.866376,"words"
0.867249,"words"
0.866376,"words"
0.811354,"words"
0.849782,"words"
0.841921,"words"
0.873362,"words"
0.846288,"words"
0.879476,"words"
0.853275,"words"
0.842795,"words"
0.875109,"words"
0.859389,"words"
0.856769,"words"
0.868996,"words"
0.862009,"words"
0.876856,"words"
0.855895,"words"
0.844541,"words"
0.852402,"words"
0.863755,"words"
0.859389,"words"
0.862009,"words"
0.860262,"words"
0.859389,"words"
0.870742,"words"
0.858515,"words"
0.868122,"words"
0.857642,"words"
0.841921,"words"
0.865502,"words"
0.853275,"words"
0.875983,"words"
0.870742,"words"
0.868122,"words"
0.867249,"words"
0.873362,"words"
0.864629,"words"
0.865502,"words"
0.867249,"words"
0.849782,"words"
0.866376,"words"
0.839301,"words"
0.837555,"words"
0.850655,"words"
0.865502,"words"
0.868996,"words"
0.855895,"words"
0.849782,"words"
0.867249,"words"
0.848908,"words"
0.850655,"words"
0.871616,"words"
0.868996,"words"
0.869869,"words"
0.866376,"words"
0.847162,"words"
0.856769,"words"
0.859389,"words"
0.866376,"words"
0.862882,"words"
0.862882,"words"
0.854148,"words"
0.872489,"words"
0.855022,"words"
0.853275,"words"
0.859389,"words"
0.853275,"words"
0.862009,"words"
0.840175,"words"
0.848908,"words"
0.863755,"words"
0.876856,"words"
0.853275,"words"
0.865502,"words"
0.848035,"words"
0.823581,"words"
0.854148,"words"
0.843668,"words"
0.865502,"words"
0.860262,"words"
0.862882,"words"
0.837555,"words"
0.867249,"words"
0.868996,"words"
0.854148,"words"
0.871616,"words"
0.868122,"words"
0.863755,"words"
0.872489,"words"
0.844541,"words"
0.862882,"words"
0.862009,"words"
0.857642,"words"
0.853275,"words"
0.848035,"words"
0.845415,"words"
0.868996,"words"
0.821834,"words"
0.875109,"words"
0.862009,"words"
0.841921,"words"
0.871616,"words"
0.867249,"words"
0.843668,"words"
0.852402,"words"
0.866376,"words"
0.848908,"words"
0.853275,"words"
0.860262,"words"
0.861135,"words"
0.857642,"words"
0.862882,"words"
0.845415,"words"
0.873362,"words"
0.874236,"words"
0.858515,"words"
0.864629,"words"
0.841048,"words"
0.795633,"words"
0.860262,"words"
0.877729,"words"
0.869869,"words"
0.859389,"words"
0.864629,"words"
0.862882,"words"
0.874236,"words"
0.855022,"words"
0.853275,"words"
0.859389,"words"
0.875109,"words"
0.853275,"words"
0.855895,"words"
0.868122,"words"
0.875983,"words"
0.836681,"words"
0.840175,"words"
0.870742,"words"
0.837555,"words"
0.841048,"words"
0.879476,"words"
0.868122,"words"
0.864629,"words"
0.873362,"words"
0.860262,"words"
0.850655,"words"
0.854148,"words"
0.827948,"words"
0.852402,"words"
0.848908,"words"
0.868122,"words"
0.846288,"words"
0.863755,"words"
0.824454,"words"
0.851528,"words"
0.855895,"words"
0.872489,"words"
0.853275,"words"
0.875983,"words"
0.875983,"words"
0.824454,"words"
0.868996,"words"
0.870742,"words"
0.863755,"words"
0.852402,"words"
0.851528,"words"
0.866376,"words"
0.868122,"words"
0.827948,"words"
0.867249,"words"
0.855895,"words"
0.847162,"words"
0.875983,"words"
0.868122,"words"
0.874236,"words"
0.837555,"words"
0.841921,"words"
0.829694,"words"
0.862009,"words"
0.862009,"words"
0.850655,"words"
0.881223,"words"
0.855022,"words"
0.862009,"words"
0.871616,"words"
0.869869,"words"
0.869869,"words"
0.870742,"words"
0.877729,"words"
0.873362,"words"
0.873362,"words"
0.870742,"words"
0.830568,"words"
0.862009,"words"
0.838428,"words"
0.834061,"words"
0.875983,"words"
0.847162,"words"
0.868122,"words"
0.835808,"words"
0.829694,"words"
0.847162,"words"
0.857642,"words"
0.878603,"words"
0.868996,"words"
0.856769,"words"
0.848908,"words"
0.855895,"words"
0.853275,"words"
0.865502,"words"
0.855895,"words"
0.868122,"words"
0.845415,"words"
0.863755,"words"
0.829694,"words"
0.868122,"words"
0.830568,"words"
0.866376,"words"
0.873362,"words"
0.855895,"words"
0.858515,"words"
0.869869,"words"
0.871616,"words"
0.876856,"words"
0.876856,"words"
0.855895,"words"
0.872489,"words"
0.867249,"words"
0.868122,"words"
0.862009,"words"
0.858515,"words"
0.842795,"words"
0.848035,"words"
0.866376,"words"
0.855022,"words"
0.864629,"words"
0.865502,"words"
0.871616,"words"
0.871616,"words"
0.829694,"words"
0.867249,"words"
0.864629,"words"
0.878603,"words"
0.875109,"words"
0.831441,"words"
0.862882,"words"
0.860262,"words"
0.836681,"words"
0.875983,"words"
0.841921,"words"
0.855022,"words"
0.837555,"words"
0.876856,"words"
0.876856,"words"
0.843668,"words"
0.854148,"words"
0.858515,"words"
0.872489,"words"
0.865502,"words"
0.869869,"words"
0.834934,"words"
0.837555,"words"
0.859389,"words"
0.842795,"words"
0.853275,"words"
0.814847,"words"
0.858515,"words"
0.858515,"words"
0.869869,"words"
0.846288,"words"
0.826201,"words"
0.844541,"words"
0.859389,"words"
0.837555,"words"
0.859389,"words"
0.844541,"words"
0.859389,"words"
0.843668,"words"
0.875109,"words"
0.838428,"words"
0.854148,"words"
0.251528,"words"
0.843668,"words"
0.862009,"words"
0.875983,"words"
0.826201,"words"
0.853275,"words"
0.873362,"words"
0.836681,"words"
0.867249,"words"
0.864629,"words"
0.833188,"words"
0.856769,"words"
0.851528,"words"
0.863755,"words"
0.861135,"words"
0.862009,"words"
0.864629,"words"
0.855895,"words"
0.851528,"words"
0.854148,"words"
0.879476,"words"
