"results","model"
0.883843,"both"
0.918777,"both"
0.918777,"both"
0.922271,"both"
0.929258,"both"
0.891703,"both"
0.924017,"both"
0.916157,"both"
0.918777,"both"
0.903057,"both"
0.91441,"both"
0.904803,"both"
0.91179,"both"
0.908297,"both"
0.917904,"both"
0.91179,"both"
0.921397,"both"
0.917904,"both"
0.882096,"both"
0.923144,"both"
0.925764,"both"
0.90655,"both"
0.912664,"both"
0.921397,"both"
0.90131,"both"
0.913537,"both"
0.917904,"both"
0.90917,"both"
0.921397,"both"
0.922271,"both"
0.90917,"both"
0.90917,"both"
0.854148,"both"
0.917904,"both"
0.91179,"both"
0.923144,"both"
0.910044,"both"
0.933624,"both"
0.90917,"both"
0.921397,"both"
0.892576,"both"
0.917904,"both"
0.910044,"both"
0.897817,"both"
0.90131,"both"
0.917031,"both"
0.924891,"both"
0.910917,"both"
0.924017,"both"
0.928384,"both"
0.913537,"both"
0.912664,"both"
0.90917,"both"
0.925764,"both"
0.912664,"both"
0.894323,"both"
0.916157,"both"
0.91441,"both"
0.91441,"both"
0.91179,"both"
0.89345,"both"
0.917904,"both"
0.912664,"both"
0.916157,"both"
0.935371,"both"
0.89869,"both"
0.892576,"both"
0.88559,"both"
0.926638,"both"
0.89869,"both"
0.926638,"both"
0.924017,"both"
0.918777,"both"
0.89083,"both"
0.908297,"both"
0.90393,"both"
0.907424,"both"
0.89345,"both"
0.917904,"both"
0.922271,"both"
0.91441,"both"
0.89083,"both"
0.928384,"both"
0.917031,"both"
0.900437,"both"
0.919651,"both"
0.89869,"both"
0.891703,"both"
0.917904,"both"
0.89345,"both"
0.926638,"both"
0.921397,"both"
0.91441,"both"
0.88821,"both"
0.90655,"both"
0.905677,"both"
0.910917,"both"
0.90393,"both"
0.922271,"both"
0.891703,"both"
0.930131,"both"
0.926638,"both"
0.922271,"both"
0.917904,"both"
0.91441,"both"
0.89345,"both"
0.916157,"both"
0.924017,"both"
0.912664,"both"
0.921397,"both"
0.91179,"both"
0.929258,"both"
0.90917,"both"
0.910044,"both"
0.91441,"both"
0.91179,"both"
0.925764,"both"
0.922271,"both"
0.90131,"both"
0.90917,"both"
0.876856,"both"
0.916157,"both"
0.912664,"both"
0.91179,"both"
0.91179,"both"
0.90917,"both"
0.912664,"both"
0.920524,"both"
0.878603,"both"
0.915284,"both"
0.915284,"both"
0.925764,"both"
0.910044,"both"
0.919651,"both"
0.907424,"both"
0.917904,"both"
0.891703,"both"
0.912664,"both"
0.913537,"both"
0.89869,"both"
0.921397,"both"
0.891703,"both"
0.91179,"both"
0.897817,"both"
0.91441,"both"
0.915284,"both"
0.926638,"both"
0.899563,"both"
0.880349,"both"
0.926638,"both"
0.90131,"both"
0.912664,"both"
0.902183,"both"
0.910917,"both"
0.91441,"both"
0.91441,"both"
0.905677,"both"
0.916157,"both"
0.907424,"both"
0.910917,"both"
0.917904,"both"
0.917904,"both"
0.91441,"both"
0.925764,"both"
0.918777,"both"
0.916157,"both"
0.917904,"both"
0.923144,"both"
0.889083,"both"
0.930131,"both"
0.913537,"both"
0.912664,"both"
0.917031,"both"
0.917031,"both"
0.925764,"both"
0.920524,"both"
0.918777,"both"
0.917904,"both"
0.917904,"both"
0.910044,"both"
0.91441,"both"
0.903057,"both"
0.923144,"both"
0.910917,"both"
0.910917,"both"
0.918777,"both"
0.917031,"both"
0.917031,"both"
0.917031,"both"
0.882096,"both"
0.923144,"both"
0.916157,"both"
0.912664,"both"
0.91179,"both"
0.892576,"both"
0.910044,"both"
0.90917,"both"
0.916157,"both"
0.918777,"both"
0.902183,"both"
0.927511,"both"
0.928384,"both"
0.924017,"both"
0.891703,"both"
0.919651,"both"
0.902183,"both"
0.90393,"both"
0.924017,"both"
0.866376,"both"
0.910917,"both"
0.90655,"both"
0.91441,"both"
0.915284,"both"
0.913537,"both"
0.871616,"both"
0.91179,"both"
0.918777,"both"
0.921397,"both"
0.918777,"both"
0.89083,"both"
0.913537,"both"
0.899563,"both"
0.91179,"both"
0.924891,"both"
0.924891,"both"
0.907424,"both"
0.883843,"both"
0.910044,"both"
0.916157,"both"
0.922271,"both"
0.910044,"both"
0.91441,"both"
0.920524,"both"
0.917031,"both"
0.91441,"both"
0.918777,"both"
0.902183,"both"
0.903057,"both"
0.919651,"both"
0.907424,"both"
0.912664,"both"
0.90917,"both"
0.925764,"both"
0.910044,"both"
0.90131,"both"
0.88559,"both"
0.904803,"both"
0.917031,"both"
0.90655,"both"
0.910917,"both"
0.915284,"both"
0.89869,"both"
0.907424,"both"
0.89607,"both"
0.88821,"both"
0.919651,"both"
0.922271,"both"
0.918777,"both"
0.91441,"both"
0.915284,"both"
0.908297,"both"
0.916157,"both"
0.922271,"both"
0.922271,"both"
0.927511,"both"
0.922271,"both"
0.927511,"both"
0.915284,"both"
0.916157,"both"
0.908297,"both"
0.91441,"both"
0.90917,"both"
0.896943,"both"
0.924017,"both"
0.932751,"both"
0.855895,"both"
0.899563,"both"
0.899563,"both"
0.910044,"both"
0.923144,"both"
0.926638,"both"
0.918777,"both"
0.924017,"both"
0.920524,"both"
0.882969,"both"
0.883843,"both"
0.89869,"both"
0.917031,"both"
0.930131,"both"
0.889083,"both"
0.930131,"both"
0.931004,"both"
0.924017,"both"
0.90393,"both"
0.871616,"both"
0.895197,"both"
0.907424,"both"
0.89345,"both"
0.907424,"both"
0.910917,"both"
0.907424,"both"
0.90917,"both"
0.90655,"both"
0.887336,"both"
0.90917,"both"
0.922271,"both"
0.923144,"both"
0.917904,"both"
0.89607,"both"
0.907424,"both"
0.910917,"both"
0.916157,"both"
0.910044,"both"
0.897817,"both"
0.912664,"both"
0.918777,"both"
0.900437,"both"
0.91179,"both"
0.917031,"both"
0.91179,"both"
0.91179,"both"
0.913537,"both"
0.846288,"both"
0.917031,"both"
0.902183,"both"
0.924891,"both"
0.923144,"both"
0.921397,"both"
0.924017,"both"
0.91441,"both"
0.922271,"both"
0.920524,"both"
0.926638,"both"
0.894323,"both"
0.907424,"both"
0.90131,"both"
0.902183,"both"
0.910044,"both"
0.918777,"both"
0.880349,"both"
0.905677,"both"
0.929258,"both"
0.903057,"both"
0.884716,"both"
0.905677,"both"
0.904803,"both"
0.904803,"both"
0.900437,"both"
0.913537,"both"
0.917031,"both"
0.907424,"both"
0.895197,"both"
0.910044,"both"
0.917031,"both"
0.91441,"both"
0.89869,"both"
0.921397,"both"
0.905677,"both"
0.88559,"both"
0.920524,"both"
0.863755,"both"
0.920524,"both"
0.907424,"both"
0.919651,"both"
0.920524,"both"
0.903057,"both"
0.924017,"both"
0.922271,"both"
0.928384,"both"
0.874236,"both"
0.910917,"both"
0.90131,"both"
0.897817,"both"
0.908297,"both"
0.917031,"both"
0.922271,"both"
0.918777,"both"
0.905677,"both"
0.913537,"both"
0.913537,"both"
0.928384,"both"
0.91179,"both"
0.897817,"both"
0.919651,"both"
0.91441,"both"
0.918777,"both"
0.903057,"both"
0.90393,"both"
0.908297,"both"
0.918777,"both"
0.910917,"both"
0.919651,"both"
0.926638,"both"
0.910917,"both"
0.904803,"both"
0.912664,"both"
0.90393,"both"
0.915284,"both"
0.89869,"both"
0.918777,"both"
0.928384,"both"
0.90131,"both"
0.90393,"both"
0.902183,"both"
0.922271,"both"
0.910044,"both"
0.915284,"both"
0.889956,"both"
0.922271,"both"
0.913537,"both"
0.876856,"both"
0.928384,"both"
0.904803,"both"
0.913537,"both"
0.903057,"both"
0.902183,"both"
0.90393,"both"
0.921397,"both"
0.923144,"both"
0.892576,"both"
0.899563,"both"
0.915284,"both"
0.937118,"both"
0.88559,"both"
0.917904,"both"
0.907424,"both"
0.900437,"both"
0.889956,"both"
0.916157,"both"
0.924891,"both"
0.917031,"both"
0.90655,"both"
0.924891,"both"
0.917031,"both"
0.910917,"both"
0.912664,"both"
0.925764,"both"
0.926638,"both"
0.877729,"both"
0.904803,"both"
0.922271,"both"
0.929258,"both"
0.90655,"both"
0.915284,"both"
0.876856,"both"
0.924891,"both"
0.889956,"both"
0.917031,"both"
0.900437,"both"
0.869869,"both"
0.858515,"both"
0.926638,"both"
0.910917,"both"
0.900437,"both"
0.924891,"both"
0.925764,"both"
0.926638,"both"
0.910917,"both"
0.923144,"both"
0.91441,"both"
0.916157,"both"
0.899563,"both"
0.910917,"both"
0.927511,"both"
0.910044,"both"
0.910917,"both"
0.923144,"both"
0.918777,"both"
0.927511,"both"
0.904803,"both"
0.915284,"both"
0.925764,"both"
0.912664,"both"
0.915284,"both"
0.91441,"both"
0.908297,"both"
0.915284,"both"
0.917031,"both"
0.90393,"both"
0.927511,"both"
0.928384,"both"
0.918777,"both"
0.91441,"both"
0.91441,"both"
0.90131,"both"
0.915284,"both"
0.891703,"both"
0.899563,"both"
0.917031,"both"
0.920524,"both"
0.910917,"both"
0.907424,"both"
0.922271,"both"
0.922271,"both"
0.923144,"both"
0.915284,"both"
0.913537,"both"
0.921397,"both"
0.922271,"both"
0.915284,"both"
0.90393,"both"
0.910044,"both"
0.910917,"both"
0.90131,"both"
0.897817,"both"
0.90655,"both"
0.903057,"both"
0.921397,"both"
0.917031,"both"
0.917904,"both"
0.91441,"both"
0.920524,"both"
0.91441,"both"
0.90917,"both"
0.927511,"both"
0.902183,"both"
0.913537,"both"
0.903057,"both"
0.891703,"both"
0.900437,"both"
0.919651,"both"
0.912664,"both"
0.926638,"both"
0.905677,"both"
0.88821,"both"
0.89607,"both"
0.929258,"both"
0.919651,"both"
0.882096,"both"
0.922271,"both"
0.89607,"both"
0.924891,"both"
0.90917,"both"
0.889956,"both"
0.927511,"both"
0.935371,"both"
0.935371,"both"
0.915284,"both"
0.897817,"both"
0.924017,"both"
0.916157,"both"
0.91179,"both"
0.917031,"both"
0.924891,"both"
0.917031,"both"
0.927511,"both"
0.922271,"both"
0.897817,"both"
0.907424,"both"
0.917031,"both"
0.913537,"both"
0.913537,"both"
0.916157,"both"
0.896943,"both"
0.924891,"both"
0.921397,"both"
0.915284,"both"
0.918777,"both"
0.921397,"both"
0.904803,"both"
0.91441,"both"
0.915284,"both"
0.923144,"both"
0.90393,"both"
0.917904,"both"
0.907424,"both"
0.910917,"both"
0.924891,"both"
0.90917,"both"
0.913537,"both"
0.917904,"both"
0.883843,"both"
0.916157,"both"
0.919651,"both"
0.921397,"both"
0.90131,"both"
0.912664,"both"
0.90131,"both"
0.89345,"both"
0.90917,"both"
0.894323,"both"
0.930131,"both"
0.903057,"both"
0.931004,"both"
0.917031,"both"
0.89869,"both"
0.921397,"both"
0.917031,"both"
0.925764,"both"
0.907424,"both"
0.921397,"both"
0.905677,"both"
0.907424,"both"
0.919651,"both"
0.915284,"both"
0.920524,"both"
0.917031,"both"
0.91441,"both"
0.923144,"both"
0.899563,"both"
0.896943,"both"
0.917031,"both"
0.894323,"both"
0.916157,"both"
0.928384,"both"
0.920524,"both"
0.900437,"both"
0.918777,"both"
0.910044,"both"
0.916157,"both"
0.916157,"both"
0.880349,"both"
0.91179,"both"
0.916157,"both"
0.903057,"both"
0.908297,"both"
0.90131,"both"
0.90917,"both"
0.89083,"both"
0.922271,"both"
0.91179,"both"
0.903057,"both"
0.903057,"both"
0.90655,"both"
0.921397,"both"
0.910044,"both"
0.904803,"both"
0.921397,"both"
0.907424,"both"
0.922271,"both"
0.917031,"both"
0.90131,"both"
0.910044,"both"
0.90655,"both"
0.930131,"both"
0.910044,"both"
0.916157,"both"
0.90655,"both"
0.912664,"both"
0.900437,"both"
0.90655,"both"
0.91441,"both"
0.895197,"both"
0.881223,"both"
0.887336,"both"
0.928384,"both"
0.907424,"both"
0.916157,"both"
0.926638,"both"
0.884716,"both"
0.913537,"both"
0.929258,"both"
0.927511,"both"
0.917904,"both"
0.915284,"both"
0.912664,"both"
0.908297,"both"
0.907424,"both"
0.905677,"both"
0.917904,"both"
0.88821,"both"
0.89345,"both"
0.896943,"both"
0.908297,"both"
0.921397,"both"
0.922271,"both"
0.90917,"both"
0.921397,"both"
0.904803,"both"
0.90131,"both"
0.917031,"both"
0.910917,"both"
0.867249,"both"
0.925764,"both"
0.908297,"both"
0.902183,"both"
0.91179,"both"
0.910044,"both"
0.933624,"both"
0.912664,"both"
0.920524,"both"
0.90917,"both"
0.91441,"both"
0.907424,"both"
0.90655,"both"
0.922271,"both"
0.918777,"both"
0.924891,"both"
0.862882,"both"
0.920524,"both"
0.912664,"both"
0.923144,"both"
0.919651,"both"
0.918777,"both"
0.89607,"both"
0.915284,"both"
0.920524,"both"
0.90131,"both"
0.90393,"both"
0.917904,"both"
0.925764,"both"
0.915284,"both"
0.886463,"both"
0.875109,"both"
0.90655,"both"
0.921397,"both"
0.922271,"both"
0.917904,"both"
0.925764,"both"
0.91441,"both"
0.919651,"both"
0.919651,"both"
0.902183,"both"
0.90131,"both"
0.90131,"both"
0.883843,"both"
0.900437,"both"
0.918777,"both"
0.921397,"both"
0.917904,"both"
0.904803,"both"
0.924891,"both"
0.921397,"both"
0.925764,"both"
0.905677,"both"
0.90131,"both"
0.919651,"both"
0.917031,"both"
0.889956,"both"
0.922271,"both"
0.882969,"both"
0.922271,"both"
0.875109,"both"
0.916157,"both"
0.931878,"both"
0.924891,"both"
0.904803,"both"
0.904803,"both"
0.90655,"both"
0.90393,"both"
0.915284,"both"
0.91179,"both"
0.90917,"both"
0.908297,"both"
0.903057,"both"
0.89607,"both"
0.918777,"both"
0.897817,"both"
0.910917,"both"
0.912664,"both"
0.910917,"both"
0.868996,"both"
0.918777,"both"
0.912664,"both"
0.910044,"both"
0.883843,"both"
0.89345,"both"
0.923144,"both"
0.90131,"both"
0.91179,"both"
0.895197,"both"
0.910044,"both"
0.916157,"both"
0.918777,"both"
0.89345,"both"
0.929258,"both"
0.883843,"both"
0.895197,"both"
0.922271,"both"
0.902183,"both"
0.916157,"both"
0.920524,"both"
0.916157,"both"
0.917904,"both"
0.90393,"both"
0.882969,"both"
0.879476,"both"
0.907424,"both"
0.922271,"both"
0.896943,"both"
0.920524,"both"
0.91179,"both"
0.89869,"both"
0.910044,"both"
0.922271,"both"
0.91441,"both"
0.90393,"both"
0.912664,"both"
0.91441,"both"
0.91441,"both"
0.905677,"both"
0.891703,"both"
0.924891,"both"
0.912664,"both"
0.904803,"both"
0.905677,"both"
0.90917,"both"
0.899563,"both"
0.919651,"both"
0.89869,"both"
0.917904,"both"
0.910917,"both"
0.895197,"both"
0.919651,"both"
0.908297,"both"
0.904803,"both"
0.908297,"both"
0.905677,"both"
0.920524,"both"
0.937991,"both"
0.919651,"both"
0.924891,"both"
0.916157,"both"
0.913537,"both"
0.90655,"both"
0.918777,"both"
0.925764,"both"
0.90393,"both"
0.896943,"both"
0.910044,"both"
0.90917,"both"
0.903057,"both"
0.91441,"both"
0.90131,"both"
0.920524,"both"
0.918777,"both"
0.916157,"both"
0.90393,"both"
0.916157,"both"
0.916157,"both"
0.908297,"both"
0.917031,"both"
0.912664,"both"
0.920524,"both"
0.904803,"both"
0.902183,"both"
0.907424,"both"
0.927511,"both"
0.90131,"both"
0.897817,"both"
0.921397,"both"
0.924017,"both"
0.929258,"both"
0.922271,"both"
0.910044,"both"
0.917031,"both"
0.916157,"both"
0.89607,"both"
0.90655,"both"
0.918777,"both"
0.907424,"both"
0.920524,"both"
0.913537,"both"
0.90131,"both"
0.913537,"both"
0.917904,"both"
0.90131,"both"
0.919651,"both"
0.922271,"both"
0.921397,"both"
0.907424,"both"
0.928384,"both"
0.910044,"both"
0.917031,"both"
0.903057,"both"
0.926638,"both"
0.923144,"both"
0.908297,"both"
0.882096,"both"
0.915284,"both"
0.913537,"both"
0.91441,"both"
0.894323,"both"
0.868122,"both"
0.894323,"both"
0.910917,"both"
0.91179,"both"
0.90917,"both"
0.919651,"both"
0.886463,"both"
0.917031,"both"
0.905677,"both"
0.91179,"both"
0.912664,"both"
0.891703,"both"
0.88559,"both"
0.923144,"both"
0.928384,"both"
0.919651,"both"
0.904803,"both"
0.91179,"both"
0.89345,"both"
0.917904,"both"
0.894323,"both"
0.910044,"both"
0.920524,"both"
0.918777,"both"
0.90131,"both"
0.933624,"both"
0.88821,"both"
0.899563,"both"
0.89083,"both"
0.920524,"both"
0.910917,"both"
0.924017,"both"
0.920524,"both"
0.902183,"both"
0.91179,"both"
0.91441,"both"
0.924891,"both"
0.917904,"both"
0.924017,"both"
0.904803,"both"
0.917904,"both"
0.910044,"both"
0.915284,"both"
0.919651,"both"
0.910044,"both"
0.91441,"both"
0.90917,"both"
0.927511,"both"
0.89869,"both"
0.896943,"both"
0.903057,"both"
0.913537,"both"
0.843668,"both"
0.90655,"both"
0.905677,"both"
0.917031,"both"
0.924891,"both"
0.91441,"both"
0.913537,"both"
0.918777,"both"
0.907424,"both"
0.90917,"both"
0.887336,"both"
0.889083,"both"
0.89869,"both"
0.926638,"both"
0.915284,"both"
0.921397,"both"
0.90393,"both"
0.905677,"both"
0.90393,"both"
0.924017,"both"
0.889956,"both"
0.89345,"both"
0.908297,"both"
0.89607,"both"
0.918777,"both"
0.904803,"both"
0.918777,"both"
0.902183,"both"
0.895197,"both"
0.924017,"both"
0.927511,"both"
0.917031,"both"
0.915284,"both"
0.919651,"both"
0.91441,"both"
0.89869,"both"
0.910917,"both"
0.923144,"both"
0.90655,"both"
0.916157,"both"
0.920524,"both"
0.926638,"both"
0.903057,"both"
0.902183,"both"
0.907424,"both"
0.916157,"both"
0.920524,"both"
0.918777,"both"
0.915284,"both"
0.91179,"both"
0.910044,"both"
0.917031,"both"
0.910917,"both"
0.912664,"both"
0.919651,"both"
0.896943,"both"
0.929258,"both"
0.913537,"both"
0.926638,"both"
0.922271,"both"
0.90917,"both"
0.910044,"both"
0.915284,"both"
0.910044,"both"
0.917031,"both"
0.903057,"both"
0.875983,"both"
0.919651,"both"
0.89083,"both"
0.903057,"both"
0.922271,"both"
0.912664,"both"
0.879476,"both"
0.923144,"both"
0.920524,"both"
0.90917,"both"
0.910044,"both"
0.904803,"both"
0.919651,"both"
0.920524,"both"
0.90131,"both"
0.90393,"both"
0.90393,"both"
0.889083,"both"
0.928384,"both"
0.917031,"both"
0.89607,"both"
0.915284,"both"
0.920524,"both"
0.89607,"both"
0.90131,"both"
0.912664,"both"
0.922271,"both"
0.89083,"both"
0.915284,"both"
0.925764,"both"
0.89083,"both"
0.91179,"both"
0.924017,"both"
0.926638,"both"
0.917904,"both"
0.910044,"both"
0.894323,"both"
0.894323,"both"
0.874236,"both"
0.90917,"both"
0.927511,"both"
0.915284,"both"
0.900437,"both"
0.923144,"both"
0.910917,"both"
0.883843,"both"
0.90131,"both"
0.921397,"both"
0.900437,"both"
0.91179,"both"
0.920524,"both"
0.919651,"both"
0.915284,"both"
0.89869,"both"
0.931004,"both"
0.913537,"both"
0.887336,"both"
0.89869,"both"
0.919651,"both"
0.90917,"both"
0.910044,"both"
0.902183,"both"
0.917904,"both"
0.91441,"both"
0.917904,"both"
0.908297,"both"
0.908297,"both"
0.90655,"both"
0.921397,"both"
0.904803,"both"
0.90655,"both"
0.908297,"both"
0.910044,"both"
0.89869,"both"
0.896943,"both"
0.925764,"both"
0.904803,"both"
0.915284,"both"
0.874236,"both"
0.904803,"both"
0.884716,"both"
0.923144,"both"
0.897817,"both"
0.929258,"both"
0.917031,"both"
0.91441,"both"
0.910917,"both"
0.904803,"both"
0.902183,"both"
0.924891,"both"
0.916157,"both"
0.91441,"both"
0.915284,"both"
0.921397,"both"
0.91179,"both"
0.915284,"both"
0.905677,"both"
0.878603,"both"
0.904803,"both"
0.910044,"both"
0.89607,"both"
0.912664,"both"
0.920524,"both"
0.900437,"both"
0.892576,"both"
0.907424,"both"
0.923144,"both"
0.925764,"both"
0.910044,"both"
0.924891,"both"
0.929258,"both"
0.899563,"both"
0.916157,"both"
0.917031,"both"
0.917031,"both"
0.907424,"both"
0.90655,"both"
0.881223,"both"
0.915284,"both"
0.934498,"both"
0.916157,"both"
0.916157,"both"
0.921397,"both"
0.929258,"both"
0.912664,"both"
0.917031,"both"
0.907424,"both"
0.915284,"both"
0.90917,"both"
0.900437,"both"
0.920524,"both"
0.915284,"both"
0.910917,"both"
0.896943,"both"
0.910917,"both"
0.918777,"both"
0.910917,"both"
0.907424,"both"
0.89607,"both"
0.913537,"both"
0.917904,"both"
0.905677,"both"
0.918777,"both"
0.920524,"both"
0.892576,"both"
0.910917,"both"
0.89869,"both"
0.899563,"both"
0.912664,"both"
0.875983,"both"
0.861135,"both"
0.910917,"both"
0.887336,"both"
0.923144,"both"
0.921397,"both"
0.917031,"both"
0.913537,"both"
0.903057,"both"
0.886463,"both"
0.851528,"both"
0.91441,"both"
0.90393,"both"
0.874236,"both"
0.863755,"both"
0.924891,"both"
0.902183,"both"
0.90917,"both"
0.90655,"both"
0.89607,"both"
0.908297,"both"
0.908297,"both"
0.91179,"both"
0.917904,"both"
0.905677,"both"
0.922271,"both"
0.922271,"both"
0.910044,"both"
0.884716,"both"
0.905677,"both"
0.923144,"both"
0.913537,"both"
0.915284,"both"
0.922271,"both"
0.903057,"both"
0.889956,"both"
0.919651,"both"
0.905677,"both"
0.91179,"both"
0.925764,"both"
0.907424,"both"
0.89869,"both"
0.926638,"both"
0.917031,"both"
0.870742,"both"
0.913537,"both"
0.920524,"both"
0.894323,"both"
0.897817,"both"
0.903057,"both"
0.907424,"both"
0.897817,"both"
0.894323,"both"
0.929258,"both"
0.907424,"both"
0.902183,"both"
0.904803,"both"
0.896943,"both"
0.90917,"both"
0.924017,"both"
0.91441,"both"
0.912664,"both"
0.917031,"both"
0.927511,"both"
0.913537,"both"
0.868996,"both"
0.91179,"both"
0.920524,"both"
0.925764,"both"
0.927511,"both"
0.879476,"both"
0.921397,"both"
0.902183,"both"
0.903057,"both"
0.903057,"both"
0.924891,"both"
0.899563,"both"
0.925764,"both"
0.902183,"both"
0.908297,"both"
0.910044,"both"
0.929258,"both"
0.90917,"both"
0.90131,"both"
0.922271,"both"
0.916157,"both"
0.918777,"both"
0.924891,"both"
0.917904,"both"
0.912664,"both"
0.903057,"both"
0.90917,"both"
0.923144,"both"
0.921397,"both"
0.873362,"both"
0.921397,"both"
0.912664,"both"
0.896943,"both"
0.899563,"both"
0.90655,"both"
0.921397,"both"
0.913537,"both"
0.926638,"both"
0.903057,"both"
0.922271,"both"
0.915284,"both"
0.924891,"both"
0.91441,"both"
0.924017,"both"
0.903057,"both"
0.90655,"both"
0.90131,"both"
0.920524,"both"
0.923144,"both"
0.91441,"both"
0.884716,"both"
0.90655,"both"
0.918777,"both"
0.91179,"both"
0.90917,"both"
0.922271,"both"
0.928384,"both"
0.913537,"both"
0.90655,"both"
0.919651,"both"
0.880349,"both"
0.916157,"both"
0.907424,"both"
0.924017,"both"
0.91179,"both"
0.896943,"both"
0.882096,"both"
0.91179,"both"
0.903057,"both"
0.924017,"both"
0.903057,"both"
0.924017,"both"
0.920524,"both"
